941C sVarName
B87880 fMaximumChanceIncrementOnFail
B8A0A8 fTime
B8A1AC fDelay
B8A248 fR
B8A334 fG
B8A418 fB
B8B190 fMinTimeSinceLastTargetPerception
B8C668 bEnabled
B8D890 bEnabled
B8DF38 bEnabled
B9174C bEnable
B94BA4 sAction
B95554 sAction
B965A4 sOnMessageSkippedLuaCallback
B97754 sAction
B98698 iNumLife
B98740 iNumMissile
B9A148 sSubareaID
B9A258 bInCutscene
B9A2F8 bFade
B9ACE8 sSubareaID
B9ADF8 bAllSubareaItems
B9AE98 bScenarioCollider
B9AF34 bLightGroup
B9AFD4 bSoundGroup
B9B070 bSceneGroup
B9B110 bLogicEntityGroup
B9B1AC bBreakableTileGroupGroup
B9B24C bEnvironmentPreset
B9B2E8 bEnvironmentSoundPreset
B9B388 bEnvironmentMusicPreset
B9BEB8 sSubareaID
B9BFC8 bAllSubareaItems
B9C068 bScenarioCollider
B9C104 bLightGroup
B9C1A4 bSoundGroup
B9C240 bSceneGroup
B9C2E0 bLogicEntityGroup
B9C37C bBreakableTileGroupGroup
B9C41C bEnvironmentPreset
B9C4B8 bEnvironmentSoundPreset
B9C558 bEnvironmentMusicPreset
B9DF98 sName
B9E0A4 sMaterial
B9E1B4 eLinkType
B9E250 sBone
B9E34C fColorR
B9E3F0 fColorG
B9E48C fColorB
B9E530 fColorA
B9E5CC fLength
B9E670 fStepLength
B9E710 fWidth
B9E7B4 bUVCycling
B9E850 fUVCyclingDistance
B9E8F0 fLifeTime
B9E990 fPositionOffsetX
B9EA30 fPositionOffsetY
B9EACC fPositionOffsetZ
B9EB6C fRotationOffsetX
B9EC08 fRotationOffsetY
B9ECA8 fRotationOffsetZ
B9F89C sName
B9F9AC eLinkType
B9FA48 fPositionOffsetX
B9FB34 fPositionOffsetY
B9FC1C fPositionOffsetZ
B9FD04 fAngleOffsetX
B9FDFC fAngleOffsetY
B9FEE0 fAngleOffsetZ
B9FFC8 sAdditional
BA0BE4 sName
BA1A58 sFXId
BA1B64 sMaterialName
BA1C64 ePropertyName
BA1D04 eStage
BA2714 sName
BA3024 sName
BA3EB0 fFade
BA4A78 sMissionLogTutoId
BA5128 eForceVisibilityState
BA57A8 bEnabled
BA6410 bFulmiteMine
BA7BA4 fFactor
BA8890 sName
BA899C fAttMin
BA8A40 fAttMax
BA8AE0 fAttInnerOrLenght
BA8B80 fAttOuter
BA8C1C fTransitionTime
BA9564 sName
BA9674 bCastShadows
BA9F88 sName
BAA094 fIntensity
BAA138 fInterpolationTime
BAAA58 sName
BAAB64 fR
BAAC08 fG
BAACA4 fB
BAAD48 fA
BAADE4 fInterpolationTime
BAB744 sName
BAB854 bEnable
BAC168 sName
BAC274 vPosOffset
BAC318 fInterpolationTime
BACC98 sName
BACDA4 vRotOffset
BACE48 fInterpolationTime
BAD7C4 sName
BAD8D4 bUseSpecular
BAE1EC bBreakable
BAE294 sEntityName
BAF4FC uTrack
BAF5EC fFadeTime
BAF6DC bMute
BB0330 bPlaySound
BB2064 sCaptionID
BB2170 fVolume
BB2264 bSubtitledInOccident
BB2300 bSubltiledInOrient
BB23A4 bSoundLocalized
BB2D04 sEntityId
BB2E10 sTimelineId
BB3854 sName
BB3964 ePlayOnly
BB43F8 uTimelineCount
BB44A0 fMinDelay
BB453C fMaxDelay
BB45E0 ePlayOnly
BB4674 sName0
BB4778 sName1
BB4874 sName2
BB4970 sName3
BB4A6C sName4
BB4B68 sName5
BB4C64 sName6
BB4D60 sName7
BB63E0 sName
BB64F0 ePlayOnly
BB70A4 sNamePower
BB71B0 sNameVaria
BB72AC sNameGravity
BB73A8 sNameHyper
BB74A8 ePlayOnly
BB8524 sId
BB8634 bPersistent
BB86D4 bForceUpdate
BB9018 sId
BB9128 bPersistent
BB91C8 bForceUpdate
BBBBC4 eAction
BBC424 fBlendingTime
BBD078 sEntity
BBD188 bForce
BBD228 iFrame
BBD314 sEntityAction
BBD410 bIsAttack
BBD4B0 fProbability
BBE0D4 sPresetID
BBEA28 eState
BBF0B8 fIntensity
BBF164 fTime
BBF200 bRelative
BBF2A0 bInSameSubareaEntity
BBFC4C sActorName
BBFCF4 fVolume
BBFD94 fFadeTime
BBFE34 sSoundGroupId
BC0EB8 sEntityName
BC0F74 bLocked
BC16B8 sEntityName
BC1770 bState
BC180C bUseTransitionAnims
BC18B0 bPlaySFX
BC194C fSpeed
BC2928 bVisible
BC2FE8 vAng
BC3098 bRaw
BC3808 sEntityName
BC38EC bState
BC3F98 sEntityName
BC407C bState
BC4728 bState
BC4DC8 sNode
BC4ED4 sActor
BC4FD0 sFXId
BC50CC sMaterialName
BC51CC ePropertyName
BC526C eStage
BC5300 fColorASrc
BC53A0 fColorADst
BC543C bLocalPosition
BC54DC fTime
BC6558 bHidden
BC6BBC sAnimationPath
BC6D60 bRawChange
BC6E00 fInitInterpTime
BC6E9C fExitInterpTime
BC6F40 sExitInterpCurve
BC7044 bExitInterpStoringValues
BC70E4 sStartCallback
BC71E0 sEndCallback
BC72E0 bHideGUI
BC7380 bInitialInterp
BC7420 bInvertSide
BC74C0 bInvertAng
BC755C iIniFrame
BC764C fInitInterpFactor
BC7740 bExitWantsToForceEntitiesInFOV
BC77E0 bResetInterpOnPossess
BC787C fDuration
BC7974 bReplaceCurrentCameraAnimation
BC7A10 sAnimID
BC7B10 bUpdateGoalParamsOnExitInterpolation
BC7BB0 bLoopAnim
BC7C4C bUseRelativeAnimTime
BC7CEC bUseBoundaries
BC9450 tTravellingDirections
BC953C tSituations
BC961C fTargetSlomo
BC96E8 fTargetSlomoInterpolation
BCA138 sAlternativeAnimationPath
BCA2DC fAlternativeCameraDistanceThreshold
BCADBC sAnimationPathLookingRight
BCAF60 sAnimationPathLookingLeft
BCB0E4 sAnimationPathLookingUp
BCB268 sAnimationPathLookingDown
BCBFA4 sId
BCC0B0 bEnabled
BCC988 bEnabled
BCCFE0 fFade
BCD648 sText
BCD754 sOnMessageSkippedLuaCallback
BCD854 bWaitForInput
BCE248 sText
BCE354 sMissionLogTutoId
BCFB68 sId
BCFC74 fDarknessLevel
BCFD18 fInterpolationTime
BD0684 sId
BD1738 sPresetID
BD183C fFadeOut
BD192C fDelayed
BD2940 sId
BD2A4C fInterpolationTime
BD33B4 sId
BD3D98 sMaterialName
BD3EA8 ePropertyName
BD3F48 eStage
BD47F4 sName
BD5194 sName
BD5B28 bEnabled
BD61E0 eDirection
BD6280 iSpawnPoint
BD8158 bEnabled
BD8810 sName
BD8920 eType
BD89B8 sPath
BD8B64 eLinkType
BD8BF8 sTarget
BD8CF4 fPositionOffsetX
BD8DE4 fPositionOffsetY
BD8EC8 fPositionOffsetZ
BD8FB4 fAngleOffsetX
BD90A8 fAngleOffsetY
BD9190 fAngleOffsetZ
BD9274 fScaleX
BD9318 fScaleY
BD93B4 fScaleZ
BD9458 sAdditional
BD9554 bDropToFloor
BD95F4 fLifeTime
BD9BF4 sName
BD9D00 fTimeToDelete
BDA388 sName
BDA498 bActive
BDA538 bDisableOnEmpty
BDA5F8 bDeleteOnEmpty
BDAC94 sName
BDB358 sName
BDB468 bEnable
BDB508 bReset
BDBD0C sPresetUniqueID
BDBE10 fVolume
BDBF00 fPitch
BDBFE8 bApplyModifier
BDD904 sSuffix
BDEFF8 sActionForward
BDF104 sActionBackward
BDF8E8 sActionForward
BDF9F4 sActionBackward
BE5C80 fTipOffset
BE6C94 sAction
BE7944 sAction
BEBD34 vPos
BEC33C vPos
BEC5C0 wpLogicCamera
BED340 tNodes
BEDCD8 tSubRails
BEDD50 fMaxRailSpeed
BEDE94 fMinRailSpeed
BEDFD4 fMaxRailDistance
BEE570 key
BEE728 element
BEEB60 key
BEED18 element
BEF500 key
BEF6B8 element
BEFAF0 key
BEFCA8 element
BF0480 key
BF062C element
BF0A64 key
BF0C10 element
BFB0A8 eThrusterMode
BFB6C8 eThrusterMode
BFBCE8 eThrusterMode
BFCCD4 fExtraDistance
BFEA54 eWings
BFFD68 sLogicShapesEnabled
BFFE98 sDamageID
BFFF98 eDamageStrength
C00F64 sDamageSourcesMask
C01CA4 sAction
C03308 fmin
C033B0 fmax
C052E4 sAction
C0A138 bForce
C0A1E0 fAngle
C0A280 bIgnoreOnFire
C0A880 fSpeedIncrementFactor
C0AFE4 sColliders
C0C838 sLeftAction
C0C944 sRightAction
C0D1F0 fValue
C0EC28 fX
C0ECD0 fY
C0ED6C fZ
C0F840 bHUD
C0F8E8 bMiniMap
C0FED4 sCancelAction
C14994 sColliders
C16D28 sMasksToIgnore
C16FC0 sMasksToEnforce
C1B458 fIgnoredImpulseMultiplier
C2BC18 sAction
C2BD24 bMaintainFrame
C2BDC4 iFrame
C2C4A4 fTime
C2CA98 sAction
C2CBA4 bMaintainFrame
C2CC44 iFrame
C2D838 eForcedDamageMode
C30260 fMinInvaligAngle
C30464 fMaxInvaligAngle
C30EC0 fNewAngSpeed
C314B0 fDesiredBlendValue
C32048 sMeleeAction
C32154 bMaintainFrame
C321F4 iFrame
C32924 fSpeed
C32F7C sOnStartTimeline
C330B4 sLoopTimeline
C331F8 sOnEndTimeline
C33324 ePlayOnly
C35234 sBone
C39B74 sAnimState
C3B704 sInPosAction
C40570 fValue
C40B60 fValue
C41150 fValue
C41748 sHighAction
C41854 sLowAction
C41950 sNoHandAction
C41A4C fCheckDistance
C42814 sFXName
C43B28 fPresetA
C43BD4 fPresetB
C43C70 fPresetC
C44834 fDesiredInterpolation
C45DF8 fMaxDistanceToCollisionToApply
C46A58 bTweakWithSameActionAndDifferentPrefix
C475F8 sInvertAction
C48898 sNode
C4A068 fImpulseMultiplierX
C4A114 fImpulseMultiplierY
C4A1B0 bKeepExistingVelocityX
C4A250 bKeepExistingVelocityY
C4A854 sCharClass
C4B4EC eSurfaceType
C4C56C fCommanderUltimateGrabSpeed1
C4C680 fCommanderUltimateGrabSpeed2
C4C77C fWarriorXUltimateGrabSpeed1
C4C878 fWarriorXUltimateGrabSpeed2
C4C974 fPlayRateFactor
C4CA1C fMagnetWallRunUp
C4CBB8 fMagnetWallRunDown
C4CD3C fMagnetCeilingRun
C4CEC0 fStealthMagnetWallRunUp
C4D044 fStealthMagnetWallRunDown
C4D1D0 fStealthMagnetCeilingRun
C4D35C fShinesparkChargeExtensionFactor
C4D4E0 fCommanderUltimateGrabSpeed0
C4D670 fWarriorXUltimateGrabSpeed0
C4D7F0 fHydrogigaPolyp01FallSpeed
C4D890 fHydrogigaPolyp02FallSpeed
C4D930 fHydrogigaPolyp03FallSpeed
C4D9D0 fHydrogigaPolyp04FallSpeed
C4DA70 fHydrogigaPolyp05FallSpeed
C4DB10 fHydrogigaPolyp06FallSpeed
C4DBB0 fHydrogigaPolyp07FallSpeed
C4DC50 fHydrogigaPolyp08FallSpeed
C4DCF0 fHydrogigaPolyp09FallSpeed
C4DD94 fOpticCamouflageSpeed
C4DF28 fKraidPistonMoveUpSpeed
C4DFC8 fGoliathSpeed
C4E068 fChozoCommanderCommanderXSpeed
C4E108 fCooldownXBossLavaCarpetSpeed
C4E1A8 fCooldownXBossMoveArmSpeedLeftUp
C4E248 fCooldownXBossMoveArmSpeedLeftDown
C4E2E8 fCooldownXBossMoveArmSpeedRightUp
C4E388 fCooldownXBossMoveArmSpeedRightDown
C4E428 fEmmyTunnelWalk
C4E4C8 fMeleeSpeed
C4E568 fEmmyStaggerRecoverySpeed
C4E608 fEmmyStaggerRecoveryTurnSpeed
C4E6A8 fCantFireBufferedInput
C4E748 fScorpiusRegereratingMaskAction
C4E7E8 fScorpiusHeadBlendSpeed
C4F000 sTunableId
C4FEB4 sAction
C4FFC0 bSchedule
C50718 fSlopeUpOffset
C507C0 fSlopeDownOffset
C5085C fFadeInFrames
C508FC fFadeOutFrames
C5331C vColorStart
C533F0 vColorEnd
C6EED8 eDevelopmentState
C6EF9C sId
C6F0CC sActionSet
C6F204 vWorldOffset
C6F2AC sOnLoaded
C6F3D4 sOnBeforeStart
C6F4FC sOnStart
C6F624 sOnFinished
C6F74C sOnEnd
C6F874 sOnSkip
C6F99C fCamInitInterpTime
C6FA6C fCamExitInterpTime
C6FB34 fFps
C6FC08 bSkippable
C6FCD0 aTakes
C6FD78 aActors
C6FE1C aSounds
C6FEE8 oPoolDefinitions
C70264 sId
C7039C sCharClass
C704D4 sInGameEntityId
C70600 bInGameEntityVisibleOnEnd
C706CC bExitClearTags
C70798 fExitAnimTags
C70878 dBlendSpaceVars
C70920 sSkelRootNode
C709EC sExitAnim
C70B14 sExitAnimChannel
C70C54 fExitAnimFrame
C70D20 dLayersExitAnim
C70DC4 sLightingDef
C71368 key
C71520 element
C71958 key
C71B10 element
C72124 sExitAnim
C7225C sExitAnimChannel
C7239C fExitAnimFrame
C72938 key
C72AF0 element
C72F28 key
C730E0 element
C736F8 sId
C73830 iFrames
C738FC sCamera
C73A24 sOnStart
C73B4C sOnExit
C73C74 sOnSkip
C73D9C fInitialDistanceListenerToTarget
C73E68 fMinimumDistanceListenerToTarget
C73F34 fMaximumDistanceListenerToTarget
C74480 key
C74638 element
C74A70 key
C74C28 element
C82034 wpItemToDestroy
C820DC wpObserver
C9139C dctBreakableTileGroupGroups
C91A24 fPowerBeamRespawnTime
C91AD0 fBombRespawnTime
C91B6C fMissileRespawnTime
C91C0C fSuperMissileRespawnTime
C91CA8 fPowerBombRespawnTime
C91D4C fScrewAttackRespawnTime
C91DE8 fWeightRespawnTime
C91E8C fSpeedBoostRespawnTime
C91F28 fChainDestructionTimePerTile
C91FD0 fRespawnTimeWhenDestroyedWithHyperBeam
C927E8 key
C92994 element
C92DCC key
C92F78 element
C991E8 sAction
C992F4 fProbability
C9939C bPlayerOnViewDir
C99438 bCheckPlayerNotInvulnerable
C994DC bCheckPlayerInvulnerable
C99578 fCheckPlayerMaxDistance
C99618 fCheckPlayerMinDistance
C996B4 fCheckPlayerMinUpDistance
C99754 fCheckPlayerMaxUpDistance
C997F0 fCheckNavPathMaxDistance
C99890 fCheckNavPathMinDistance
C9992C iFrame
C999D0 iBehaviorPresetMin
C99A6C iBehaviorPresetMax
C99B0C bCheckInCombat
C9A9A8 sMaterial
C9AAB4 sLight
C9ABB0 iConstant
C9B59C sPreset
C9B6A8 fDirX
C9B798 fDirY
C9B87C fDirZ
C9C254 sState
C9D5E0 bCheckStealth
C9E190 bCheckStealth
C9ED48 eInputAction
C9EDE8 sLuaCallback
C9F714 fTimeToDelete
C9FDE8 bApplyPlatformImpulse
CA0E80 bForce
CA0F28 iMinNumOfDroppedItems
CA0FC4 iMaxNumOfDroppedItems
CA1064 iMaxItemTypeMin
CA1100 iMaxItemTypeMax
CA11A0 fNothingProbability
CA123C fLifeProbability
CA12DC fLifeBigProbability
CA1378 fMissileProbability
CA1418 fMissileBigProbability
CA14B4 fPowerBombProbability
CA1554 fPowerBombBigProbability
CA15F0 fXParasiteYellowTypeProbability
CA1690 fXParasiteGreenTypeProbability
CA172C fXParasiteRedTypeProbability
CA17CC fXParasiteOrangeTypeProbability
CA1868 fMinDistance
CA1908 fMaxDistance
CA19A4 fMaxZDisp
CA1A44 sNode
CA1B48 fOffsetX
CA1BE8 fOffsetY
CA1C84 fOffsetZ
CA1D24 fRawOffsetX
CA1DC0 fRawOffsetY
CA1E60 fRawOffsetZ
CA1EFC sDirection
CA1FF8 bStrictDirection
CA2098 bForceAttract
CA2134 bIgnoreAttractionRadius
CA21D4 bDoNotDropWithNormalMelee
CA3740 iMinNumOfDroppedItems
CA37E8 iMaxNumOfDroppedItems
CA3884 iMaxItemTypeMin
CA3924 iMaxItemTypeMax
CA39C0 fNothingProbability
CA3A60 fLifeProbability
CA3AFC fLifeBigProbability
CA3B9C fMissileProbability
CA3C38 fMissileBigProbability
CA3CD8 fPowerBombProbability
CA3D74 fPowerBombBigProbability
CA3E14 fXParasiteYellowTypeProbability
CA3EB0 fXParasiteGreenTypeProbability
CA3F50 fXParasiteRedTypeProbability
CA3FEC fXParasiteOrangeTypeProbability
CA408C fMinDistance
CA4128 fMaxDistance
CA41C8 fMaxZDisp
CA4264 sNode
CA4368 fOffsetX
CA4408 fOffsetY
CA44A4 fOffsetZ
CA4544 fRawOffsetX
CA45E0 fRawOffsetY
CA4680 fRawOffsetZ
CA471C sDirection
CA4818 bStrictDirection
CA48B8 bForceAttract
CA4954 bIgnoreAttractionRadius
CA49F4 bDoNotDropWithNormalMelee
CA4A98 eType
CA4C98 sNodes
CA5F18 bEnabled
CA6574 sItemName
CA6684 bEnable
CA7A48 fTime
CA7B4C fR
CA7C34 fG
CA7D1C fB
CA8414 fTime
CA8BBC bLaunchDeadAnimation
CA8C64 bSetPlayerAsInstigator
CAA794 fTime
CAAE58 sName
CAAF64 fTime
CAB054 fIntensitySrc
CAB13C fIntensityDst
CAB228 bEnableBefore
CAB2C4 bDisableAfter
CAD19C sFXId
CAD2A8 sMaterialName
CAD3A8 ePropertyName
CAD448 eStage
CAD4DC fColorR
CAD5C8 fColorG
CAD6AC fColorB
CAD798 fColorA
CAD87C fHDR
CAE21C sFXId
CAE328 sMaterialName
CAE428 ePropertyName
CAE4C8 eStage
CAE55C fColorR
CAE648 fColorG
CAE72C fColorB
CAE818 fColorA
CAE8FC fHDR
CAE9A0 fTime
CAF7E4 sAction
CB00B4 sActorNameLike
CB01C0 bResetMaterialAnimation
CB0AE4 sNode
CB13C8 sItemName
CB14D8 bHideItem
CB1578 bResetMaterialAnimation
CB1E38 fTime
CB1F30 bLockViewDirChange
CB25B0 bRaw
CB3268 sStimulusId
CB3374 sNode
CB40EC sSoundID
CB41E8 sNode
CB42EC fVolume
CB43DC fRadiusMinAttenuation
CB44D0 fRadiusMaxAttenuation
CB45C0 fPitch
CB46B0 bStopOnChangeAnim
CB4750 bStopOnEntityDead
CB47F0 fFadeInTime
CB48DC fFadeOutTime
CB49C0 fStopInTime
CB4AB0 sType
CB4B98 bRumbleSync
CB4C38 fRumbleGainOverride
CB5754 sCallbackName
CB6054 sLUAFunction
CB7458 fVolume
CB7504 sPath
CB7610 bLoop
CB76B0 fFadeInTime
CB8138 sPath
CB8250 ePriority
CB82EC fVolume
CB83D4 bLoop
CB8474 fFadeInTime
CB9138 sPath
CB92DC sNode
CB93E4 eType
CB9480 fAttMaxRange
CB9520 fAttMinRange
CB95C4 fGain
CB9664 fPitch
CB9704 fPan
CB97A4 fFadeInTime
CB9844 fFadeOutTime
CB98E0 fSpeed
CB9984 b3D
CB9A20 bLoop
CB9AC4 bStopOnEntityDead
CB9B60 bStopOnChangeAnim
CBB754 sId
CBC044 sId
CBC930 bRaw
CBD0EC bForce
CBD194 iFrame
CBD280 sAction
CBD384 bIsAttack
CBD424 fProbability
CBDF24 fValue
CBDFD4 sId
CBE8F4 fValue
CBE9A0 sId
CBEAA8 eDir
CBF8B4 sComponent
CBF9C4 bEnabled
CC0294 sPreset
CC03A0 bRawChange
CC0D98 bMusic
CC0E40 bEnvironment
CC0EDC bSound
CC154C sMaterialName
CC165C ePropertyName
CC16FC eStage
CC1790 fColorR
CC187C fColorG
CC1960 fColorB
CC1A4C fColorA
CC1B30 fHDR
CC2428 sMaterialName
CC2538 ePropertyName
CC25D8 eStage
CC266C fColorR
CC2758 fColorG
CC283C fColorB
CC2928 fColorA
CC2A0C fHDR
CC2AB0 fTime
CC3BF8 eEnabledFX
CC4258 bVisible
CC48BC eState
CC495C bLockState
CC5D1C fSlomo
CC5E1C fTime
CC5F04 sFunction
CC6818 sSetup
CC6924 sSubArea
CC6A20 bPersistent
CC757C sActorNameLike
CC7688 bResetMaterialAnimation
CC7FA4 sNode
CC8884 sFX
CCA4F0 sSoundID
CCA604 sAlternativeSoundID1
CCA700 sAlternativeSoundID2
CCA7FC sAlternativeSoundID3
CCA8F8 sAlternativeSoundID4
CCA9F4 sAlternativeSoundID5
CCAAF0 sAlternativeSoundID6
CCABEC sAlternativeSoundID7
CCACE8 fVolume
CCADD8 fRadiusMinAttenuation
CCAECC fRadiusMaxAttenuation
CCAFBC sNode
CCB0C0 fPitch
CCB1B0 fPitchMax
CCB298 bStopOnChangeAnim
CCB338 fFadeInTime
CCB420 fFadeOutTime
CCB508 fStopInTime
CCB5F0 bStopOnEntityDead
CCB690 sSoundGroupId
CCB778 sType
CCB868 eSoundType
CCB900 bRumbleSync
CCB99C fRumbleGainOverride
CCCAF8 sLUAFunction
CCCC04 sParam1
CCD7B8 sLUAFunction
CCD8C4 sParam1
CCD9C0 sParam2
CCE554 sLUAFunction
CCF3B4 sPreset
CCFCA8 bShot
CD0334 fTime
CD09D8 sSoundID
CD0AD4 fFadeOutTime
CD0B74 fStopInTime
CD1478 sPath
CD158C fFadeOut
CD1634 bClearStack
CD21B4 sPath
CD2B54 sBone
CD3418 sBone
CD3524 fBonePositionOffsetX
CD35C4 fSpeed
CD3E58 fTimeToLive
CD3F00 fThrowingAngle
CD3FA4 bRotateToDirection
CD4044 fSpinFactorX
CD40E0 fSpinFactorY
CD4180 fSpinFactorZ
CD4220 bRepositionOnEnd
CD42C0 fMass
CD4364 bReboundEnabled
CD4404 iReboundMaxNumber
CD44A4 fReboundRestitution
CD4548 fDestinationOffsetX
CD45E4 bDestinationOnFloor
CD4684 fDamage
CD4728 iEntitiesToDamage
CD47C8 bIgnoreCollisionWithEntities
CD4864 bDamageWithBox
CD55A8 bVisible
CD6164 sAction
CD78A0 bCanIncreaseTime
CD8438 eAbortAnalogAimInput
CD8F28 fSpeedMultiplier
CD9574 fDistance
CDA5D8 fSyncBlockWindowTime
CDA684 sSyncBlockAction
CDA788 sSyncBlockNoGrabAction
CDA884 sCollider
CDE374 bBufferInput
CDE41C sBufferInputAction
CDE520 bBufferInputActionSynchronized
CDEC64 bBufferInput
CDED0C sBufferInputAction
CDF494 sCollider
CE3804 bWantsRecoil
CE38AC sActionForward
CE39B0 sActionForwardShort
CE3AAC sActionBackward
CE3BA8 sActionBackwardShort
CE4BF4 sAction
CE71F8 eDirection
CE820C brelax
CE82B4 brun
CE8354 bWhileAimPressed
CE94EC sActive
CE9784 sEnabled
CEBEA8 sGrabbedNode
CEBFB4 bMarksPosition
CEC054 bMarksRotation
CEC788 sGrabberNode
CEC894 sGrabbedAnimation
CEC994 bMarksPosition
CECA34 bMarksRotation
CECAD4 sWorksWith
CED83C ePullStage
CED8DC sSwingAccelImpulseAnim
CED9E0 sSwingEndAnim
CF1440 bAllowLaser
CF1A34 sSpeedSampleNode
CF21B0 bResetPhysicsVelocityX
CF31C8 bKeepApplyingAfterAnimationIsFinished
CF8DC8 bCancelAbility
CFB220 bBufferInput
CFC234 bBufferInput
D0288C eType
D0292C fInterpolationSpeed
D02F2C eType
D02FD0 eDirection
D03068 fInterpolationSpeed
D045A0 fDistanceFromEdge
D04B9C fColorR1
D04C48 fColorG1
D04CE4 fColorB1
D04D88 fAlpha1
D04E24 sName1
D04F28 sProperty1
D05014 fColorR2
D050B8 fColorG2
D05154 fColorB2
D051F8 fAlpha2
D05294 sName2
D05390 sProperty2
D0547C fColorR3
D05520 fColorG3
D055BC fColorB3
D05660 fAlpha3
D056FC sName3
D057F8 sProperty3
D058E4 fIn
D05984 fOut
D06898 bCheckCollider
D078B8 sAction
D079C4 bMaintainFrame
D07A64 iFrame
D086A8 sOnSuccessFrontLeft
D087B4 sOnSuccessBackRight
D088B0 sOnSuccessUp
D089AC sOnSuccessDown
D09314 sCollidersEnabled
D095AC sLayersEnabled
D0983C sCollidersDisabled
D09ACC sLayersDisabled
D09D5C sCollidersEnabled2
D09FEC sLayersEnabled2
D0A27C sCollidersDisabled2
D0A50C sLayersDisabled2
D0A79C sCollidersEnabled3
D0AA2C sLayersEnabled3
D0ACBC sCollidersDisabled3
D0AF4C sLayersDisabled3
D0EF88 sColliders
D0F08C sDamageID
D0F18C eDamageStrength
D10A34 sCameraFXPreset
D111D4 sDefault
D1239C bX
D12444 bY
D16E44 sAction
D177D0 sAction
D178DC bMaintainFrame
D17980 eMaintainFrameMode
D17A14 iFrame
D17AB4 bForce
D17B50 fBlendTime
D18EAC sAction
D1911C bMaintainFrame
D19320 bMaintainFrameUsePercentage
D193C0 fToFrame
D1945C fBlendTime
D19504 oAditionalActionInsertFlags
D1A0E8 fFrictionFactor
D1A1DC fNonAffectedSpeedFactorFromAirVelocityX
D1A814 sCharClass
D1AF98 fMultiplierX
D1B044 fMultiplierY
D1B0E0 fMultiplierZ
D1B860 bUseFrontDirection
D1BA64 fVelocity
D1CA04 fFactor
D1DB84 fMaxDistanceToCollision
D1E268 fGravity
D1E368 fMinTimeOnAirToApply
D1F4E0 fFactor
D20614 sCharClass
D20D4C eOrder
D21EA4 bKeepViewDir
D22558 bProjectOnXY
D22A90 sId
D22B38 sStrId
D237FC pShape
D24E40 key
D24FEC element
D25424 key
D255D0 element
D25DB0 key
D25F5C element
D26394 key
D26540 element
D26DDC key
D26F88 element
D273C0 key
D2756C element
D27D4C key
D27EF8 element
D28330 key
D284DC element
D4A9EC v2Min
D4AC34 v2Max
D4AE7C bOutwardsNormal
D4C7BC fRadius
D4CA00 fHalfHeight
D4CC44 bOutwardsNormal
D4E41C fRadius
D4E660 bOutwardsNormal
D4FC38 oPolyCollection
D54B1C v2Extent
D54D64 fDegrees
D54FA4 bOutwardsNormal
D56E38 vPos
D57070 bIsSolid
D5794C key
D57AF8 element
D57F30 key
D580DC element
D5889C key
D58A48 element
D58E80 key
D5902C element
D5E360 oBBox
D5E4E8 bIsInFrustum
D5F628 key
D5F7D4 element
D5FC0C key
D5FDB8 element
D60590 key
D6073C element
D60B74 key
D60D20 element
D61500 key
D616AC element
D61AE4 key
D61C90 element
D62470 key
D6261C element
D62A54 key
D62C00 element
D63784 key
D63930 element
D63D68 key
D63F14 element
D646F8 key
D648A4 element
D64CDC key
D64E88 element
D79BB0 pVisualPresets
D79D44 pSoundPresets
D79ECC pMusicPresets
D8545C eType
D85634 eAttachment
D8580C sName
D859E4 sNode
D85BBC vPosOffset
D85D94 vRotOffset
D85FA0 vColor
D861AC vAtt
D86380 fAttConstantFactor
D865A8 fAttQuadraticFactor
D867D0 fIntensity
D86A24 bCastShadows
D86BF8 bUseSpecular
D86DCC bEnabled
D8A554 sPath
D8A5CC vLights
D8B334 key
D8B4E0 element
D8B918 key
D8BAC4 element
D90110 wpAccessPoint
D901B8 sDoorsLockedLiteralID
D902BC bInstantLock
D91E74 oLinkIndex
D94A74 iIgnorePlayerMode
D94B1C bShowBossLifebar
D94BBC eBumpMode
D94C58 bShowEnemyLife
D94CF4 bShowEnemyDamage
D94D94 bShowPlayerDamage
D94E30 fDistanceToDestroyProjectile
DA5A60 fLength
DA5B0C sParticlesPath
DA5C18 sAdditionalParticlesPath
DA5D14 sMeshPath
DA5E10 fMainExplosionScale
DA5EB4 vRandomScale
DA5F60 uAmount
DA6000 fRadius
DA609C fRadiusAmplitude
DA6188 fRandomArcAmplitude
DA626C vRandomDelay
DA6318 oConstantColor0TransitionInit
DA63D0 oConstantColor0TransitionEnd
DA6488 eConstant0TransitionMode
DA651C fConstantColor0TransitionTime
DA65BC oConstantColor1TransitionInit
DA666C oConstantColor1TransitionEnd
DA6724 eConstant1TransitionMode
DA67B8 fConstantColor1TransitionTime
DA8EC0 iConfigMode
DA8F68 bForceHardMode
DA9004 bPlayerPosDebug
DA90A4 bSamusCenterPointDebug
DA9144 bCheatDetectedDebug
DA9D54 fVolumeInMenu
DCB354 eEntryType
DCB3F4 sLabelText
DCB4F8 vCaptionsIds
DCBFF8 dicLightDefs
DCCBC4 key
DCCD70 element
DCD1A8 key
DCD354 element
DD5ED4 fSelectPreviousArenaProbability
DE00D4 fSpawnSpeedFactor
DE01AC fMaxSpawnVelocity
DE0278 fMaxTimeAlive
DE0348 fMiniXMaxTimeAlive
DE0414 fTimeToStartBlinking
DE04E4 fMiniXTimeToStartBlinking
